rho_A,sigma,alpha,beta,pool_dim,seed,R2_ridge,R2_mlp,R2_gap,Rhat_ridge,Rhat_mlp,Rhat_gap,drop_S_ridge,drop_E_ridge,drop_S_mlp,drop_E_mlp
0.5,0.1,0.0,0.0,1024,2,0.961707353591919,0.5053267478942871,-0.45638060569763184,0.07835229828058705,0.010656327115511345,-0.06769597116507571,0.15182354052861533,1.785880188147227,0.011162598927815756,1.036346435546875
0.5,0.1,0.0,0.3,64,0,0.37734174728393555,0.27867913246154785,-0.0986626148223877,0.020614018453185,0.008863621501121105,-0.011750396952063896,0.015917450189590454,0.7562488416830698,0.00516773263613383,0.577859491109848
0.5,0.1,0.0,0.3,64,1,0.37514832615852356,0.2739044725894928,-0.10124385356903076,0.019738377360404444,0.00890559652740388,-0.010832780833000565,0.015081912279129028,0.7490088740984598,0.005078643560409546,0.5651968618233999
0.5,0.1,0.0,0.3,64,2,0.3739272952079773,0.2796376347541809,-0.09428966045379639,0.01976237510358959,0.0077474332652700045,-0.012014941838319585,0.015193233887354532,0.7536027133464813,0.004539618889490764,0.5814117193222046
0.5,0.1,0.0,0.3,128,0,0.5156741142272949,0.3567984104156494,-0.1588757038116455,0.020925680191716246,0.009443473422196237,-0.011482206769520008,0.02218321959177653,1.0379122893015544,0.0071000754833221436,0.744749923547109
0.5,0.1,0.0,0.3,128,1,0.5166171789169312,0.3556479811668396,-0.16096919775009155,0.02095183965737773,0.010223269226944253,-0.010728570430433475,0.022202452023824055,1.0374874075253804,0.007587611675262451,0.7346027294794718
0.5,0.1,0.0,0.3,128,2,0.514116644859314,0.35523465275764465,-0.1588819921016693,0.021328213625947733,0.010114159729085678,-0.011214053896862055,0.02250083287556966,1.032478888829549,0.007652411858240764,0.7489514052867889
0.5,0.1,0.0,0.3,512,0,0.9815105199813843,0.5707567930221558,-0.4107537269592285,0.01326916320723992,0.010622618665409572,-0.0026465445418303486,0.02578922112782796,1.917756179968516,0.012136360009511312,1.1303653518358867
0.5,0.1,0.0,0.3,512,1,0.9814499020576477,0.5733237266540527,-0.40812617540359497,0.013439268999408803,0.010711588592491833,-0.0027276804069169703,0.02614017327626546,1.9189189871152241,0.012302915255228678,1.13625830411911
0.5,0.1,0.0,0.3,512,2,0.9815034866333008,0.569697380065918,-0.4118061065673828,0.013417285720545034,0.010784471396541156,-0.0026328143240038782,0.0260887344678243,1.9183234969774883,0.012301226456960043,1.128341277440389
